manufacture,bssid,ip,idle_time,site_id,rx_rate,ap_mac,psk_id,dual_band,vlan_id,num_locating_aps,uptime,ssid,rx_pkts,proto,tx_retries,hostname,tx_bps,key_mgmt,channel,rssi,username,family,map_id,airwatch,rx_retries,band,mac,snr,is_guest,tx_bytes,annotation,tx_rate,rx_bps,_id,tx_pkts,rx_bytes,_ttl,ap_id,y,x,model,wlan_id,os,last_seen
Apple,5c5b352b7311,192.168.100.243,8,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bf8,,False,100,1,5371,DATA_TRANSFER_NETWORK,8345,ac,1942,iPhone,0,WPA2-PSK/CCMP,52,-66,,iPhone,4269b61d-068e-4287-9d4b-c6b27b71760c,,528,5,38539c4a30e3,26,False,5962542,unknown,180.0,0,38539c4a30e3,6134,1705835,296,00000000-0000-0000-1000-5c5b352f5bf8,388.8633718789557,1117.5150585202007,XS Max,b29415a8-7155-4027-9355-f01d07482012,12.0,1542756708
Samsung Electronics Co.,5c5b352b7421,192.168.102.32,3,28876abf-a7eb-499b-ab62-9af6e5a3e437,26.0,5c5b352f5c16,,False,100,1,4028,PRODUCT_DEMO_NETWORK,40743,n,36553,Galaxy-J3-Star,0,WPA2-PSK/CCMP,1,-39,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,4514,24,48c7964662a1,43,False,72593160,unknown,72.2,0,48c7964662a1,51491,5813065,295,00000000-0000-0000-1000-5c5b352f5c16,290.5247368216632,1299.1360631928776,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756749
AzureWave Technology Inc.,5c5b352b7bb1,192.168.101.6,0,28876abf-a7eb-499b-ab62-9af6e5a3e437,72.2,5c5b352f5cde,,False,100,1,4612,PRODUCT_DEMO_NETWORK,61683,ac,12511,jbllink,4513,WPA2-PSK/CCMP,64,-50,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,1,5,409f38a3b5db,42,False,90695085,unknown,86.6,13084,409f38a3b5db,68566,22866121,294,00000000-0000-0000-1000-5c5b352f5cde,758.7726307625147,982.2599413291415,,84281ac7-4321-4db9-a893-bb520b976717,,1542756745
Apple,5c5b352b7401,192.168.100.157,76,28876abf-a7eb-499b-ab62-9af6e5a3e437,150.0,5c5b352f5c11,,False,100,1,266995,DATA_TRANSFER_NETWORK,20689178,ac,93406,Paiges-iphone,0,WPA2-PSK/CCMP,161,-77,,iPhone,4269b61d-068e-4287-9d4b-c6b27b71760c,,169552,5,d0c5f36624c1,13,False,2530803488,unknown,200.0,0,d0c5f36624c1,19821326,54824839775,294,00000000-0000-0000-1000-5c5b352f5c11,-153.11854236997524,1384.5523942214852,7+,b29415a8-7155-4027-9355-f01d07482012,12.1,1542756719
Samsung Electronics Co.,5c5b352b7bb1,192.168.103.123,0,28876abf-a7eb-499b-ab62-9af6e5a3e437,6.5,5c5b352f5cde,,False,100,1,44910,PRODUCT_DEMO_NETWORK,522160,ac,131363,Galaxy-A6,1127,WPA2-PSK/CCMP,64,-50,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,26263,5,c493d9c94e58,42,False,881040888,unknown,65.0,2430,c493d9c94e58,414757,73410186,292,00000000-0000-0000-1000-5c5b352f5cde,717.603739383466,1042.2767084854231,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756745
Apple,5c5b352b71f2,10.120.140.53,33,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bda,,False,1,1,11879,REMO,1651,ac,5,WAKEN8523IPM109,0,WPA2-EAP-FT/CCMP,149,-51,WAKEN8523IPM109,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,151,5,9c84bf48faf5,40,False,1626798,unknown,156.0,0,9c84bf48faf5,1252,332386,289,00000000-0000-0000-1000-5c5b352f5bda,384.36086977255394,1594.1433943648024,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,11.4.1,1542756706
Murata Manufacturing Co.,5c5b352b7bb1,192.168.102.47,18,28876abf-a7eb-499b-ab62-9af6e5a3e437,240.5,5c5b352f5cde,,False,100,1,44923,PRODUCT_DEMO_NETWORK,351291,ac,35463,Galaxy-S9,0,WPA2-PSK/CCMP,64,-45,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,9306,5,a0c9a0c5d576,47,False,684034894,unknown,216.6,0,a0c9a0c5d576,348920,57810416,288,00000000-0000-0000-1000-5c5b352f5cde,688.6996869992305,994.942923584147,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756745
LG Electronics (Mobile Communications),5c5b352b7bb1,192.168.100.196,7,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5cde,,False,100,1,178670,PRODUCT_DEMO_NETWORK,134782,ac,6033,android-8b661512e22da0c8,0,WPA2-PSK/CCMP,64,-46,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,6838,5,48605f3040bc,46,False,130855571,unknown,173.3,0,48605f3040bc,87796,25482757,288,00000000-0000-0000-1000-5c5b352f5cde,734.7763091574446,969.6572867361924,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756745
Murata Manufacturing Co.,5c5b352b7bb1,192.168.102.42,10,28876abf-a7eb-499b-ab62-9af6e5a3e437,195.0,5c5b352f5cde,,False,100,1,44920,PRODUCT_DEMO_NETWORK,389950,ac,28037,Galaxy-Note9,0,WPA2-PSK/CCMP,64,-44,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,7097,5,449160e56cb0,48,False,712673010,unknown,104.0,0,449160e56cb0,378291,71523906,288,00000000-0000-0000-1000-5c5b352f5cde,729.5611200987261,1018.7485808652692,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756745
Apple,5c5b352b7432,10.120.140.45,66,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,1,1,8315,REMO,26729,ac,2783,WAKEN8523IPM102,0,WPA2-EAP-FT/CCMP,36,-58,WAKEN8523IPM102,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,340,5,9c84bf496698,34,False,45305964,unknown,173.3,0,9c84bf496698,27045,6653229,288,00000000-0000-0000-1000-5c5b352f5c16,296.2150862402595,1208.1479718825192,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.1,1542756749
OnePlus Technology (Shenzhen) Co.,5c5b352b7431,192.168.102.118,4,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,100,1,792874,PRODUCT_DEMO_NETWORK,368370,ac,1247,OnePlus_6T,0,WPA2-PSK/CCMP,36,-42,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,3704,5,64a2f9dc8ab3,50,False,240652125,unknown,156.0,0,64a2f9dc8ab3,183832,56956323,288,00000000-0000-0000-1000-5c5b352f5c16,275.42652844373663,1321.8306908426314,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756749
Apple,5c5b352b7431,192.168.100.164,51,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,100,1,264388,PRODUCT_DEMO_NETWORK,204903,ac,30887,iPad,0,WPA2-PSK/CCMP,36,-58,,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,949,5,4c569d24e611,34,False,942838052,unknown,173.2,0,4c569d24e611,407645,35457802,288,00000000-0000-0000-1000-5c5b352f5c16,226.7139907625695,1284.4548566613998,,84281ac7-4321-4db9-a893-bb520b976717,12.1,1542756749
Apple,5c5b352b7421,192.168.100.127,38,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,100,1,21893,PRODUCT_DEMO_NETWORK,3742,n,337,Apple-Watch,0,WPA2-PSK/CCMP,1,-43,,Apple Watch,4269b61d-068e-4287-9d4b-c6b27b71760c,,505,24,68fef71b3a5d,39,False,421357,unknown,72.2,0,68fef71b3a5d,1407,345012,288,00000000-0000-0000-1000-5c5b352f5c16,321.7078012633213,1323.1503366103486,,84281ac7-4321-4db9-a893-bb520b976717,5.0,1542756749
Samsung Electronics Co.,5c5b352b7431,192.168.103.30,4,28876abf-a7eb-499b-ab62-9af6e5a3e437,6.0,5c5b352f5c16,,False,100,1,12662,PRODUCT_DEMO_NETWORK,144219,ac,5421,Galaxy-Tab-S4,0,WPA2-PSK/CCMP,36,-46,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,2722,5,68e7c2fb8619,46,False,444559785,unknown,173.3,0,68e7c2fb8619,230427,38723815,288,00000000-0000-0000-1000-5c5b352f5c16,269.824834184651,1286.4185705880625,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756749
Apple,5c5b352b7432,10.120.140.34,0,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,1,1,18996,REMO,163339,ac,14437,WAKEN8523IPM107,3837,WPA2-EAP-FT/CCMP,36,-46,WAKEN8523IPM107,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,1367,5,9c84bf4a9340,46,False,416304646,unknown,173.3,22214,9c84bf4a9340,236870,49935789,288,00000000-0000-0000-1000-5c5b352f5c16,324.51001487410656,1316.7508638081658,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,11.4.1,1542756749
Apple,5c5b352b7432,10.120.140.43,63,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,1,1,44164,REMO,72232,ac,5639,WAKEN8523IPM108,0,WPA2-EAP-FT/CCMP,36,-54,WAKEN8523IPM108,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,945,5,9c84bf4960da,38,False,151340769,unknown,156.0,0,9c84bf4960da,83015,17726257,288,00000000-0000-0000-1000-5c5b352f5c16,267.1035912859189,1263.8044849503642,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.1,1542756749
Motorola Mobility LLC,5c5b352b7431,192.168.100.221,13,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,100,1,87155,PRODUCT_DEMO_NETWORK,27172,n,4323,,0,WPA2-PSK/CCMP,36,-68,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,904,5,304b0748e672,24,False,34535093,unknown,65.0,0,304b0748e672,31963,3733453,288,00000000-0000-0000-1000-5c5b352f5c16,567.3669773438369,1258.8432470527441,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756749
Murata Manufacturing Co.,5c5b352b7431,192.168.103.116,1,28876abf-a7eb-499b-ab62-9af6e5a3e437,216.5,5c5b352f5c16,,False,100,1,44933,PRODUCT_DEMO_NETWORK,339779,ac,48029,Galaxy-S9,0,WPA2-PSK/CCMP,36,-50,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,38556,5,a0c9a0c50786,42,False,636317744,unknown,216.6,987,a0c9a0c50786,342143,60509385,288,00000000-0000-0000-1000-5c5b352f5c16,321.9229550746339,1352.8374363340124,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756749
Murata Manufacturing Co.,5c5b352b7431,192.168.102.34,14,28876abf-a7eb-499b-ab62-9af6e5a3e437,216.6,5c5b352f5c16,,False,100,1,12659,PRODUCT_DEMO_NETWORK,180959,ac,12957,Galaxy-Note9,0,WPA2-PSK/CCMP,36,-52,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,5464,5,449160c768d3,40,False,337592586,unknown,192.5,0,449160c768d3,173694,32372125,288,00000000-0000-0000-1000-5c5b352f5c16,261.62968177862814,1272.3485294907118,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756749
Apple,5c5b352b7432,10.120.140.26,13,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,1,1,11487,REMO,69298,ac,3383,WAKEN8523IPM105,0,WPA2-EAP-FT/CCMP,36,-51,WAKEN8523IPM105,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,728,5,9c84bf3cd2c3,41,False,82193474,unknown,144.4,0,9c84bf3cd2c3,64776,20802251,288,00000000-0000-0000-1000-5c5b352f5c16,236.27750533229073,1329.7585863113793,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.0.1,1542756749
LG Electronics (Mobile Communications),5c5b352b7431,192.168.102.46,1,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,100,1,874262,PRODUCT_DEMO_NETWORK,499801,n,39414,android-5022294950d1e571,1886,WPA2-PSK/CCMP,36,-68,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,6457,5,48605f285e66,24,False,266099374,unknown,72.2,2967,48605f285e66,378318,93963419,288,00000000-0000-0000-1000-5c5b352f5c16,322.90754500045017,1440.1546767396296,,84281ac7-4321-4db9-a893-bb520b976717,Nougat,1542756749
Apple,5c5b352b7401,192.168.100.253,0,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c11,,False,100,1,12752,DATA_TRANSFER_NETWORK,42408,ac,5671,Jose,568139,WPA2-PSK/CCMP,161,-60,,iPhone,4269b61d-068e-4287-9d4b-c6b27b71760c,,858,5,38539c9d910c,30,False,110921118,unknown,324.0,17781,38539c9d910c,62628,11035478,287,00000000-0000-0000-1000-5c5b352f5c11,385.1537236244284,1115.7558344924093,XS,b29415a8-7155-4027-9355-f01d07482012,12.1,1542756719
Apple,5c5b352b7bb1,192.168.102.25,58,28876abf-a7eb-499b-ab62-9af6e5a3e437,156.0,5c5b352f5cde,,False,100,1,1001356,PRODUCT_DEMO_NETWORK,750014,ac,10518,iPad,0,WPA2-PSK/CCMP,64,-45,,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,1171,5,f45c8964c5a7,47,False,724164546,unknown,156.0,0,f45c8964c5a7,678340,213809067,286,00000000-0000-0000-1000-5c5b352f5cde,696.0919754084342,978.2061541515134,,84281ac7-4321-4db9-a893-bb520b976717,10.3,1542756745
LG Electronics (Mobile Communications),5c5b352b7bb1,192.168.102.41,4,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5cde,,False,100,1,522890,PRODUCT_DEMO_NETWORK,498769,ac,24507,android-c780b4503568ec00,0,WPA2-PSK/CCMP,64,-44,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,16644,5,3830f9098fd9,48,False,875786756,unknown,156.0,0,3830f9098fd9,440315,75041095,284,00000000-0000-0000-1000-5c5b352f5cde,744.0012364690344,1001.6249096847707,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756745
Murata Manufacturing Co.,5c5b352b7bb1,192.168.102.31,3,28876abf-a7eb-499b-ab62-9af6e5a3e437,240.5,5c5b352f5cde,,False,100,1,44930,PRODUCT_DEMO_NETWORK,373594,ac,34921,Galaxy-S9,0,WPA2-PSK/CCMP,64,-49,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,13667,5,a0c9a0eff920,43,False,716738186,unknown,195.0,0,a0c9a0eff920,370075,66181112,284,00000000-0000-0000-1000-5c5b352f5cde,753.6905798468113,978.1093215395478,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756745
LG Electronics (Mobile Communications),5c5b352b7bb1,192.168.102.43,1,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5cde,,False,100,1,707556,PRODUCT_DEMO_NETWORK,361766,ac,5239,android-72b6a7cc0b1ec98f,1127,WPA2-PSK/CCMP,64,-76,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,3626,5,08d46ab51e7c,16,False,127733726,unknown,78.0,1575,08d46ab51e7c,235542,68830337,284,00000000-0000-0000-1000-5c5b352f5cde,914.7316535768141,883.8152566099343,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756745
Samsung Electronics Co.,5c5b352b7bb1,192.168.102.30,13,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5cde,,False,100,1,44883,PRODUCT_DEMO_NETWORK,40634,n,9898,Galaxy-Tab-A-8,0,WPA2-PSK/CCMP,64,-47,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,3077,5,108ee06f1464,45,False,73138480,unknown,65.0,0,108ee06f1464,53010,5761679,284,00000000-0000-0000-1000-5c5b352f5cde,693.5083076976929,968.242201631502,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756745
Motorola Mobility LLC,5c5b352b7bb1,192.168.102.36,14,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5cde,,False,100,1,1001361,PRODUCT_DEMO_NETWORK,163324,n,4444,,0,WPA2-PSK/CCMP,64,-55,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,2070,5,0ccb85cf200d,37,False,82288739,unknown,72.2,0,0ccb85cf200d,97289,23557975,284,00000000-0000-0000-1000-5c5b352f5cde,734.138242798466,927.8801504417506,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756745
LG Electronics (Mobile Communications),5c5b352b7bb1,192.168.102.44,4,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5cde,,False,100,1,362629,PRODUCT_DEMO_NETWORK,396247,ac,61655,android-ba854fa0d06edec3,0,WPA2-PSK/CCMP,64,-75,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,17013,5,08d46ad2d474,17,False,527622399,unknown,86.6,0,08d46ad2d474,420136,66377310,284,00000000-0000-0000-1000-5c5b352f5cde,497.52890759175654,1043.1038851308583,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542756745
Murata Manufacturing Co.,5c5b352b7bb1,192.168.102.57,3,28876abf-a7eb-499b-ab62-9af6e5a3e437,216.5,5c5b352f5cde,,False,100,1,44925,PRODUCT_DEMO_NETWORK,448966,ac,33359,Galaxy-Note8,0,WPA2-PSK/CCMP,64,-50,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,11840,5,dcefcae04119,42,False,849597226,unknown,173.2,0,dcefcae04119,437040,82212366,284,00000000-0000-0000-1000-5c5b352f5cde,709.1103082365892,1039.8929757360784,,84281ac7-4321-4db9-a893-bb520b976717,Nougat,1542756745
Apple,5c5b352b71f2,10.120.140.56,50,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bda,,False,1,1,11879,REMO,1989,ac,12,WAKEN8523IPM111,0,WPA2-EAP-FT/CCMP,149,-47,WAKEN8523IPM111,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,136,5,9c84bf4a123d,44,False,853698,unknown,173.3,0,9c84bf4a123d,1570,633950,274,00000000-0000-0000-1000-5c5b352f5bda,392.29522253501614,1528.9360348121663,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.1,1542756706
Apple,5c5b352b71f2,10.120.140.37,43,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bda,,False,1,1,8292,REMO,1028,ac,110,WAKEN8523IPM103,0,WPA2-EAP-FT/CCMP,149,-43,WAKEN8523IPM103,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,98,5,9c84bf40b687,48,False,517980,unknown,144.4,0,9c84bf40b687,594,239644,269,00000000-0000-0000-1000-5c5b352f5bda,399.889160705607,1551.3346451135537,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,11.4.1,1542756706
Apple,5c5b352b71f2,10.120.140.42,17,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bda,,False,1,1,40559,REMO,3734,ac,10,WAKEN8523IPM106,0,WPA2-EAP-FT/CCMP,149,-49,WAKEN8523IPM106,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,466,5,9c84bf48c126,42,False,1206839,unknown,156.0,0,9c84bf48c126,2206,686109,264,00000000-0000-0000-1000-5c5b352f5bda,425.9099966145042,1600.0581682321604,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.1,1542756706
Yulong Computer Telecommunication Scientific (Shenzhen) Co.,5c5b352b71f1,192.168.102.37,4,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bda,,False,100,1,354963,PRODUCT_DEMO_NETWORK,50574,ac,1478,android-351de90100dcf83f,0,WPA2-PSK/CCMP,149,-54,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,727,5,54dc1de1b722,37,False,50419007,unknown,86.6,0,54dc1de1b722,43183,9302883,259,00000000-0000-0000-1000-5c5b352f5bda,480.3657424239759,1597.2308381602636,,84281ac7-4321-4db9-a893-bb520b976717,Nougat,1542756706
QCOM TECHNOLOGY INC.,5c5b352b7401,192.168.103.43,7,28876abf-a7eb-499b-ab62-9af6e5a3e437,200.0,5c5b352f5c11,,False,100,1,179271,DATA_TRANSFER_NETWORK,216203,ac,13223,Touch2-7004179,0,WPA2-PSK/CCMP,161,-60,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,11971,5,000df0c6a31c,30,False,176348545,unknown,200.0,0,000df0c6a31c,149101,132850336,257,00000000-0000-0000-1000-5c5b352f5c11,418.2736385791475,1009.2127924678952,,b29415a8-7155-4027-9355-f01d07482012,Windows 10,1542756719
Apple,5c5b352b7401,192.168.101.4,13,28876abf-a7eb-499b-ab62-9af6e5a3e437,180.0,5c5b352f5c11,,False,100,1,8890,DATA_TRANSFER_NETWORK,51434,ac,2416,Jimmys-iPhone,0,WPA2-PSK/CCMP,161,-65,,iPhone,4269b61d-068e-4287-9d4b-c6b27b71760c,,1006,5,80b03d85edfa,25,False,132746281,unknown,200.0,0,80b03d85edfa,73313,21382552,257,00000000-0000-0000-1000-5c5b352f5c11,609.5457519485623,869.014335604117,X,b29415a8-7155-4027-9355-f01d07482012,12.1,1542756719
Apple,5c5b352b7401,192.168.100.231,11,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c11,,False,100,1,26810,DATA_TRANSFER_NETWORK,1275,ac,49,iPhone,0,WPA2-PSK/CCMP,161,-69,,iPhone,4269b61d-068e-4287-9d4b-c6b27b71760c,,329,5,8c8ef242663d,21,False,87928,unknown,300.0,0,8c8ef242663d,444,80976,257,00000000-0000-0000-1000-5c5b352f5c11,107.38224370488298,1082.9046608487072,6s,b29415a8-7155-4027-9355-f01d07482012,12.0.1,1542756719
Apple,5c5b352b71f1,192.168.102.26,89,28876abf-a7eb-499b-ab62-9af6e5a3e437,156.0,5c5b352f5bda,,False,100,1,262870,PRODUCT_DEMO_NETWORK,83140,ac,2283,iPad-2,0,WPA2-PSK/CCMP,149,-67,,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,3605,5,dca4ca74dbf9,24,False,23816654,unknown,156.0,0,dca4ca74dbf9,20179,5922129,252,00000000-0000-0000-1000-5c5b352f5bda,182.87255144576997,1624.4488402475538,"Pro 10.5""+Cell",84281ac7-4321-4db9-a893-bb520b976717,11.4.1,1542756706
Apple,5c5b352b7311,192.168.100.242,3,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bf8,,False,100,1,18247,DATA_TRANSFER_NETWORK,105717,ac,14092,Egypt,0,WPA2-PSK/CCMP,52,-66,,iPhone,4269b61d-068e-4287-9d4b-c6b27b71760c,,1361,5,c0a600d2358d,26,False,192668526,unknown,300.0,0,c0a600d2358d,132790,48672587,246,00000000-0000-0000-1000-5c5b352f5bf8,493.46461726418636,956.1950886479872,XS Max,b29415a8-7155-4027-9355-f01d07482012,12.1,1542756708
LG Electronics (Mobile Communications),5c5b352b7311,192.168.101.7,12,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bf8,,False,100,1,3972,DATA_TRANSFER_NETWORK,14696,ac,3037,android-5f9c936684656659,0,WPA2-PSK/CCMP,52,-62,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,329,5,0057c1cf6828,30,False,24449677,unknown,200.0,0,0057c1cf6828,20281,4657872,246,00000000-0000-0000-1000-5c5b352f5bf8,555.3273130227809,1003.6773645109438,,b29415a8-7155-4027-9355-f01d07482012,Linux,1542756708
Apple,5c5b352b71f2,10.120.140.33,46,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bda,,False,1,1,8294,REMO,1332,n,56,WAKEN8523IPM101,0,WPA2-EAP-FT/CCMP,149,-54,WAKEN8523IPM101,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,6,5,2c1f23b2f18f,37,False,235694,unknown,130.0,0,2c1f23b2f18f,611,275489,244,00000000-0000-0000-1000-5c5b352f5bda,351.60137898209575,1568.2709743950863,Mini 2 + LTE,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,11.4.1,1542756706
manufacture,bssid,ip,idle_time,site_id,rx_rate,ap_mac,psk_id,dual_band,vlan_id,num_locating_aps,uptime,ssid,rx_pkts,proto,tx_retries,hostname,tx_bps,key_mgmt,channel,rssi,username,family,map_id,airwatch,rx_retries,band,mac,snr,is_guest,tx_bytes,annotation,tx_rate,rx_bps,_id,tx_pkts,rx_bytes,_ttl,ap_id,y,x,model,wlan_id,os,last_seen
Apple,5c5b35372fd3,10.122.43.57,31,44a479b8-c32f-4326-b2ad-39c79e4e7ac7,18.0,5c5b353eea4c,,False,1,1,24949,REMO,2002,ac,483,CAMOU4468IPM105,0,WPA2-EAP-FT/CCMP,149,-60,CAMOU4468IPM105,iPad,d8921b45-ec53-4c90-b34d-77cc4ce0671e,,287,5,9c84bf48fd8c,32,False,405416,unknown,130.0,0,9c84bf48fd8c,1062,339537,299,00000000-0000-0000-1000-5c5b353eea4c,444.1236282182834,518.9382270987022,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757065
Apple,5c5b35372fd3,10.122.43.30,29,44a479b8-c32f-4326-b2ad-39c79e4e7ac7,18.0,5c5b353eea4c,,False,1,1,12760,REMO,1259,ac,17,CAMOU4468IPM103,0,WPA2-EAP-FT/CCMP,149,-58,CAMOU4468IPM103,iPad,d8921b45-ec53-4c90-b34d-77cc4ce0671e,,154,5,9c84bf3c5cd5,34,False,342346,unknown,156.0,0,9c84bf3c5cd5,783,281358,299,00000000-0000-0000-1000-5c5b353eea4c,343.08540648560273,413.9293884042387,Mini 4 + Cellular,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757065
Apple,5c5b35372fd3,10.122.43.51,67,44a479b8-c32f-4326-b2ad-39c79e4e7ac7,18.0,5c5b353eea4c,,False,1,1,12439,REMO,2326,n,149,CAMOU4468INV01,0,WPA2-EAP-FT/CCMP,149,-70,CAMOU4468INV01,iPhone,d8921b45-ec53-4c90-b34d-77cc4ce0671e,,6,5,08740259e6a9,22,False,2744454,unknown,65.0,0,08740259e6a9,2343,309209,299,00000000-0000-0000-1000-5c5b353eea4c,552.4410245777439,526.5203390790066,5s Americas,1bf4d27b-f09f-4c74-a3bc-dddfeb95f2b3,12.0.1,1542757065
Apple,5c5b35372af1,192.168.102.204,64,44a479b8-c32f-4326-b2ad-39c79e4e7ac7,173.2,5c5b353ee9ca,,False,100,1,167989,DATA_TRANSFER_NETWORK,25003,ac,2087,iPhone,0,WPA2-PSK/CCMP,36,-49,,iPhone,d8921b45-ec53-4c90-b34d-77cc4ce0671e,,41,5,d81c79f3aedb,43,False,10237094,unknown,192.5,0,d81c79f3aedb,15550,3968749,296,00000000-0000-0000-1000-5c5b353ee9ca,336.2042778222319,1069.2287952781055,,312c05b9-8ea5-4622-b4ee-22cfb656a86c,12.0,1542757042
